sending_facility,sending_facility
medical_record_num,medical_record_num
patient_id,patient_id
patient_id|id_num,patient_id_id_num
patient_id|id_check_digit,patient_id_id_check_digit
patient_id|check_digit_scheme,patient_id_check_digit_scheme
patient_id|assigning_authority,patient_id_assigning_authority
patient_id|assigning_authority|namespace_id,patient_id_assigning_authority_namespace_id
patient_id|assigning_authority|universal_id,patient_id_assigning_authority_universal_id
patient_id|assigning_authority|universal_id_type,patient_id_assigning_authority_universal_id_type
patient_id|id_type_code,patient_id_id_type_code
patient_id|assigning_facility,patient_id_assigning_facility
patient_id|assigning_facility|namespace_id,patient_id_assigning_facility_namespace_id
patient_id|assigning_facility|universal_id,patient_id_assigning_facility_universal_id
patient_id|assigning_facility|universal_id_type,patient_id_assigning_facility_universal_id_type
patient_id|effective_date,patient_id_effective_date
patient_id|expiration_date,patient_id_expiration_date
patient_id|assigning_jurisdiction,patient_id_assigning_jurisdiction
patient_id|assigning_jurisdiction|id,patient_id_assigning_jurisdiction_id
patient_id|assigning_jurisdiction|text,patient_id_assigning_jurisdiction_text
patient_id|assigning_jurisdiction|name_of_coding_system,patient_id_assigning_jurisdiction_name_of_coding_system
patient_id|assigning_jurisdiction|alternate_id,patient_id_assigning_jurisdiction_alternate_id
patient_id|assigning_jurisdiction|alternate_text,patient_id_assigning_jurisdiction_alternate_text
patient_id|assigning_jurisdiction|name_of_alternate_coding_system,patient_id_assigning_jurisdiction_name_of_alternate_coding_system
patient_id|assigning_jurisdiction|coding_system_version_id,patient_id_assigning_jurisdiction_coding_system_version_id
patient_id|assigning_jurisdiction|alternate_coding_system_version_id,patient_id_assigning_jurisdiction_alternate_coding_system_version_id
patient_id|assigning_jurisdiction|original_text,patient_id_assigning_jurisdiction_original_text
patient_id|assigning_jurisdiction|second_alternate_id,patient_id_assigning_jurisdiction_second_alternate_id
patient_id|assigning_jurisdiction|second_alternate_text,patient_id_assigning_jurisdiction_second_alternate_text
patient_id|assigning_jurisdiction|name_of_second_alternate_coding_system,patient_id_assigning_jurisdiction_name_of_second_alternate_coding_system
patient_id|assigning_jurisdiction|second_alternate_coding_system_version_id,patient_id_assigning_jurisdiction_second_alternate_coding_system_version_id
patient_id|assigning_jurisdiction|coding_system_oid,patient_id_assigning_jurisdiction_coding_system_oid
patient_id|assigning_jurisdiction|value_set_oid,patient_id_assigning_jurisdiction_value_set_oid
patient_id|assigning_jurisdiction|value_set_version_id,patient_id_assigning_jurisdiction_value_set_version_id
patient_id|assigning_jurisdiction|alternate_coding_system_oid,patient_id_assigning_jurisdiction_alternate_coding_system_oid
patient_id|assigning_jurisdiction|alternate_value_set_oid,patient_id_assigning_jurisdiction_alternate_value_set_oid
patient_id|assigning_jurisdiction|alternate_value_set_version_id,patient_id_assigning_jurisdiction_alternate_value_set_version_id
patient_id|assigning_jurisdiction|second_alternate_coding_system_oid,patient_id_assigning_jurisdiction_second_alternate_coding_system_oid
patient_id|assigning_jurisdiction|second_alternate_value_set_oid,patient_id_assigning_jurisdiction_second_alternate_value_set_oid
patient_id|assigning_jurisdiction|second_alternate_value_set_version_id,patient_id_assigning_jurisdiction_second_alternate_value_set_version_id
patient_id|assigning_agency_or_department,patient_id_assigning_agency_or_department
patient_id|assigning_agency_or_department|id,patient_id_assigning_agency_or_department_id
patient_id|assigning_agency_or_department|text,patient_id_assigning_agency_or_department_text
patient_id|assigning_agency_or_department|name_of_coding_system,patient_id_assigning_agency_or_department_name_of_coding_system
patient_id|assigning_agency_or_department|alternate_id,patient_id_assigning_agency_or_department_alternate_id
patient_id|assigning_agency_or_department|alternate_text,patient_id_assigning_agency_or_department_alternate_text
patient_id|assigning_agency_or_department|name_of_alternate_coding_system,patient_id_assigning_agency_or_department_name_of_alternate_coding_system
patient_id|assigning_agency_or_department|coding_system_version_id,patient_id_assigning_agency_or_department_coding_system_version_id
patient_id|assigning_agency_or_department|alternate_coding_system_version_id,patient_id_assigning_agency_or_department_alternate_coding_system_version_id
patient_id|assigning_agency_or_department|original_text,patient_id_assigning_agency_or_department_original_text
patient_id|assigning_agency_or_department|second_alternate_id,patient_id_assigning_agency_or_department_second_alternate_id
patient_id|assigning_agency_or_department|second_alternate_text,patient_id_assigning_agency_or_department_second_alternate_text
patient_id|assigning_agency_or_department|name_of_second_alternate_coding_system,patient_id_assigning_agency_or_department_name_of_second_alternate_coding_system
patient_id|assigning_agency_or_department|second_alternate_coding_system_version_id,patient_id_assigning_agency_or_department_second_alternate_coding_system_version_id
patient_id|assigning_agency_or_department|coding_system_oid,patient_id_assigning_agency_or_department_coding_system_oid
patient_id|assigning_agency_or_department|value_set_oid,patient_id_assigning_agency_or_department_value_set_oid
patient_id|assigning_agency_or_department|value_set_version_id,patient_id_assigning_agency_or_department_value_set_version_id
patient_id|assigning_agency_or_department|alternate_coding_system_oid,patient_id_assigning_agency_or_department_alternate_coding_system_oid
patient_id|assigning_agency_or_department|alternate_value_set_oid,patient_id_assigning_agency_or_department_alternate_value_set_oid
patient_id|assigning_agency_or_department|alternate_value_set_version_id,patient_id_assigning_agency_or_department_alternate_value_set_version_id
patient_id|assigning_agency_or_department|second_alternate_coding_system_oid,patient_id_assigning_agency_or_department_second_alternate_coding_system_oid
patient_id|assigning_agency_or_department|second_alternate_value_set_oid,patient_id_assigning_agency_or_department_second_alternate_value_set_oid
patient_id|assigning_agency_or_department|second_alternate_value_set_version_id,patient_id_assigning_agency_or_department_second_alternate_value_set_version_id
patient_id|security_check,patient_id_security_check
patient_id|security_check_scheme,patient_id_security_check_scheme
patient_id_list,patient_id_list
patient_id_list|id_num,patient_id_list_id_num
patient_id_list|id_check_digit,patient_id_list_id_check_digit
patient_id_list|check_digit_scheme,patient_id_list_check_digit_scheme
patient_id_list|assigning_authority,patient_id_list_assigning_authority
patient_id_list|assigning_authority|namespace_id,patient_id_list_assigning_authority_namespace_id
patient_id_list|assigning_authority|universal_id,patient_id_list_assigning_authority_universal_id
patient_id_list|assigning_authority|universal_id_type,patient_id_list_assigning_authority_universal_id_type
patient_id_list|id_type_code,patient_id_list_id_type_code
patient_id_list|assigning_facility,patient_id_list_assigning_facility
patient_id_list|assigning_facility|namespace_id,patient_id_list_assigning_facility_namespace_id
patient_id_list|assigning_facility|universal_id,patient_id_list_assigning_facility_universal_id
patient_id_list|assigning_facility|universal_id_type,patient_id_list_assigning_facility_universal_id_type
patient_id_list|effective_date,patient_id_list_effective_date
patient_id_list|expiration_date,patient_id_list_expiration_date
patient_id_list|assigning_jurisdiction,patient_id_list_assigning_jurisdiction
patient_id_list|assigning_jurisdiction|id,patient_id_list_assigning_jurisdiction_id
patient_id_list|assigning_jurisdiction|text,patient_id_list_assigning_jurisdiction_text
patient_id_list|assigning_jurisdiction|name_of_coding_system,patient_id_list_assigning_jurisdiction_name_of_coding_system
patient_id_list|assigning_jurisdiction|alternate_id,patient_id_list_assigning_jurisdiction_alternate_id
patient_id_list|assigning_jurisdiction|alternate_text,patient_id_list_assigning_jurisdiction_alternate_text
patient_id_list|assigning_jurisdiction|name_of_alternate_coding_system,patient_id_list_assigning_jurisdiction_name_of_alternate_coding_system
patient_id_list|assigning_jurisdiction|coding_system_version_id,patient_id_list_assigning_jurisdiction_coding_system_version_id
patient_id_list|assigning_jurisdiction|alternate_coding_system_version_id,patient_id_list_assigning_jurisdiction_alternate_coding_system_version_id
patient_id_list|assigning_jurisdiction|original_text,patient_id_list_assigning_jurisdiction_original_text
patient_id_list|assigning_jurisdiction|second_alternate_id,patient_id_list_assigning_jurisdiction_second_alternate_id
patient_id_list|assigning_jurisdiction|second_alternate_text,patient_id_list_assigning_jurisdiction_second_alternate_text
patient_id_list|assigning_jurisdiction|name_of_second_alternate_coding_system,patient_id_list_assigning_jurisdiction_name_of_second_alternate_coding_system
patient_id_list|assigning_jurisdiction|second_alternate_coding_system_version_id,patient_id_list_assigning_jurisdiction_second_alternate_coding_system_version_id
patient_id_list|assigning_jurisdiction|coding_system_oid,patient_id_list_assigning_jurisdiction_coding_system_oid
patient_id_list|assigning_jurisdiction|value_set_oid,patient_id_list_assigning_jurisdiction_value_set_oid
patient_id_list|assigning_jurisdiction|value_set_version_id,patient_id_list_assigning_jurisdiction_value_set_version_id
patient_id_list|assigning_jurisdiction|alternate_coding_system_oid,patient_id_list_assigning_jurisdiction_alternate_coding_system_oid
patient_id_list|assigning_jurisdiction|alternate_value_set_oid,patient_id_list_assigning_jurisdiction_alternate_value_set_oid
patient_id_list|assigning_jurisdiction|alternate_value_set_version_id,patient_id_list_assigning_jurisdiction_alternate_value_set_version_id
patient_id_list|assigning_jurisdiction|second_alternate_coding_system_oid,patient_id_list_assigning_jurisdiction_second_alternate_coding_system_oid
patient_id_list|assigning_jurisdiction|second_alternate_value_set_oid,patient_id_list_assigning_jurisdiction_second_alternate_value_set_oid
patient_id_list|assigning_jurisdiction|second_alternate_value_set_version_id,patient_id_list_assigning_jurisdiction_second_alternate_value_set_version_id
patient_id_list|assigning_agency_or_department,patient_id_list_assigning_agency_or_department
patient_id_list|assigning_agency_or_department|id,patient_id_list_assigning_agency_or_department_id
patient_id_list|assigning_agency_or_department|text,patient_id_list_assigning_agency_or_department_text
patient_id_list|assigning_agency_or_department|name_of_coding_system,patient_id_list_assigning_agency_or_department_name_of_coding_system
patient_id_list|assigning_agency_or_department|alternate_id,patient_id_list_assigning_agency_or_department_alternate_id
patient_id_list|assigning_agency_or_department|alternate_text,patient_id_list_assigning_agency_or_department_alternate_text
patient_id_list|assigning_agency_or_department|name_of_alternate_coding_system,patient_id_list_assigning_agency_or_department_name_of_alternate_coding_system
patient_id_list|assigning_agency_or_department|coding_system_version_id,patient_id_list_assigning_agency_or_department_coding_system_version_id
patient_id_list|assigning_agency_or_department|alternate_coding_system_version_id,patient_id_list_assigning_agency_or_department_alternate_coding_system_version_id
patient_id_list|assigning_agency_or_department|original_text,patient_id_list_assigning_agency_or_department_original_text
patient_id_list|assigning_agency_or_department|second_alternate_id,patient_id_list_assigning_agency_or_department_second_alternate_id
patient_id_list|assigning_agency_or_department|second_alternate_text,patient_id_list_assigning_agency_or_department_second_alternate_text
patient_id_list|assigning_agency_or_department|name_of_second_alternate_coding_system,patient_id_list_assigning_agency_or_department_name_of_second_alternate_coding_system
patient_id_list|assigning_agency_or_department|second_alternate_coding_system_version_id,patient_id_list_assigning_agency_or_department_second_alternate_coding_system_version_id
patient_id_list|assigning_agency_or_department|coding_system_oid,patient_id_list_assigning_agency_or_department_coding_system_oid
