ACC.1.1,,accident_date_time,
ACC.1.2,,n_a,
DG1.11,bill_amt,,
DG1.12,total_charge_amt,,
MRG.1,prior_internal_pat_id,,
MRG.1.1,prior_internal_pat_id,id_num,
MRG.1.2,prior_internal_pat_id,id_check_digit,
MRG.1.3,prior_internal_pat_id,check_digit_scheme,
MRG.1.4,prior_internal_pat_id,assigning_authority,
MRG.1.5,prior_internal_pat_id,id_type_code,
OBR.18.1,placer_field_1,id,
OBX.13,user_defined_access_checks,,
OBX.13.1,user_defined_access_checks,id,
OBX.13.2,user_defined_access_checks,text,
OBX.13.3,user_defined_access_checks,name_of_coding_system,
OBX.13.4,user_defined_access_checks,alternate_id,
OBX.13.5,user_defined_access_checks,alternate_text,
OBX.13.6,user_defined_access_checks,name_of_alternate_coding_system,
OBX.13.7,user_defined_access_checks,coding_system_version_id,
OBX.13.8,user_defined_access_checks,alternate_coding_system_version_id,
OBX.13.9,user_defined_access_checks,original_text,
OBX.13.10,user_defined_access_checks,second_alternate_id,
OBX.13.11,user_defined_access_checks,second_alternate_text,
OBX.13.12,user_defined_access_checks,name_of_second_alternate_coding_system,
OBX.13.13,user_defined_access_checks,second_alternate_coding_system_version_id,
OBX.13.14,user_defined_access_checks,coding_system_oid,
OBX.13.15,user_defined_access_checks,value_set_oid,
OBX.13.16,user_defined_access_checks,value_set_version_id,
OBX.13.17,user_defined_access_checks,alternate_coding_system_oid,
OBX.13.18,user_defined_access_checks,second_alternate_value_set_oid,
OBX.13.19,user_defined_access_checks,alternate_value_set_version_id,
OBX.13.20,user_defined_access_checks,second_alternate_coding_system_oid,
OBX.13.21,user_defined_access_checks,second_alternate_value_set_oid,
OBX.13.22,user_defined_access_checks,second_alternate_value_set_version_id,
PV1.9,primary_care_doctor,,
PV1.9.1,primary_care_doctor,person_id,
PV1.9.2,primary_care_doctor,family_name,
PV1.9.3,primary_care_doctor,given_name,
PV1.9.4,primary_care_doctor,second_and_further_given_names_or_initials_thereof,
PV1.9.5,primary_care_doctor,suffix,
PV1.9.6,primary_care_doctor,prefix,
PV1.9.7,primary_care_doctor,degree,
PV1.9.8,primary_care_doctor,source_table,
PV1.9.9,primary_care_doctor,assigning_authority,
PV1.9.10,primary_care_doctor,name_type_code,
PV1.9.11,primary_care_doctor,id_check_digit,
PV1.9.12,primary_care_doctor,check_digit_scheme,
PV1.9.13,primary_care_doctor,id_type_code,
PV1.9.14,primary_care_doctor,assigning_facility,
PV1.9.15,primary_care_doctor,name_representation_code,
PV1.9.16,primary_care_doctor,name_context,
PV1.9.17,primary_care_doctor,name_validity_range,
PV1.9.18,primary_care_doctor,name_assembly_order,
PV1.9.19,primary_care_doctor,effective_date,
PV1.9.20,primary_care_doctor,expiration_date,
PV1.9.21,primary_care_doctor,professional_suffix,
PV1.9.22,primary_care_doctor,assigning_jurisdiction,
PV1.9.23,primary_care_doctor,assigning_agency_or_department,
PV1.9.24,primary_care_doctor,security_check,
PV1.9.25,primary_care_doctor,security_check_scheme,
PV1.15,mode_of_arrival,,
PV1.40,reason_for_visit,,
PV1.52,consulting_doctor,,
PV1.52.1,consulting_doctor,person_id,
PV1.52.2,consulting_doctor,family_name,
PV1.52.3,consulting_doctor,given_name,
PV1.52.4,consulting_doctor,second_and_further_given_names_or_initials_thereof,
PV1.52.5,consulting_doctor,suffix,
PV1.52.6,consulting_doctor,prefix,
PV1.52.7,consulting_doctor,degree,
PV1.52.8,consulting_doctor,source_table,
PV1.52.9,consulting_doctor,assigning_authority,
PV1.52.10,consulting_doctor,name_type_code,
PV1.52.11,consulting_doctor,id_check_digit,
PV1.52.12,consulting_doctor,check_digit_scheme,
PV1.52.13,consulting_doctor,id_type_code,
PV1.52.14,consulting_doctor,assigning_facility,
PV1.52.15,consulting_doctor,name_representation_code,
PV1.52.16,consulting_doctor,name_context,
PV1.52.17,consulting_doctor,name_validity_range,
PV1.52.18,consulting_doctor,name_assembly_order,
PV1.52.19,consulting_doctor,effective_date,
PV1.52.20,consulting_doctor,expiration_date,
PV1.52.21,consulting_doctor,professional_suffix,
PV1.52.22,consulting_doctor,assigning_jurisdiction,
PV1.52.23,consulting_doctor,assigning_agency_or_department,
PV1.52.24,consulting_doctor,security_check,
PV1.52.25,consulting_doctor,security_check_scheme,
ZCD.1,set_id,,
ZCD.2,query_data,,
ZCD.2.1,query_data,mnem,
ZCD.2.2,query_data,text,
ZCD.2.3,query_data,response,
ZCN.1,set_id,,
ZCN.2,collection_note_date_time,,
ZCN.3,collection_note_user,,
ZCN.4,collection_note_text,,
ZCS.1,patient_employer,,
ZCS.2,patient_employer_address,,
ZCS.2.1,patient_employer_address,street_address1,
ZCS.2.2,patient_employer_address,street_address2,
ZCS.2.3,patient_employer_address,city,
ZCS.2.4,patient_employer_address,state_province,
ZCS.2.5,patient_employer_address,zip_postal_code,
ZCS.3,patient_employment_status,,
ZCS.4,patient_e_mail_address,,
ZCS.5,guarantor_e_mail_address,,
ZCS.6,patient_accounting_facility_id,,
ZEX.1,patient_death_date_time,,
ZEX.2,patient_death_ind,,
ZIN.1,set_id,,
ZIN.2,insured_id,,
ZIN.3,insurance_mail_to_name,,
ZIN.4,insurance_verification_ind,,
ZIN.5,insurance_verification_date,,
ZIN.6,insurance_verified_by,,
ZIN.7,approved_length_of_stay,,
ZIN.8,authorization_precertification_required,,
ZIN.9,authorization_type,,
ZIN.10,authorized_by,,
ZIN.11,authorization_phone,,
ZIN.12,referral_num,,
ZIN.13,insurance_plan_id,,
ZM1.1,set_id,,
ZM1.2,insurance,,
ZM1.3,query_data,,
ZM1.3.1,query_data,mnem,
ZM1.3.2,query_data,text,
ZM1.3.3,query_data,response,
ZMR.1,set_id,,
ZMR.2,med_rec_num,,
ZSU.1,event_type,,
ZSU.2,patient_prior_unit_num,,
ZUR.1,set_id,,
ZUR.2,information,,
ZRX.1,dispense_code,,
ZRX.2,cycle_date_time,,
ZRX.3,bottle_type,,
ZMN.1,icd_diagnosis,,,,,
ZMN.2,icd_status,,,,,
