ABS,discharge_care_provider|person_id,Anonymize
ABS,discharge_care_provider|family_name,Anonymize
ABS,discharge_care_provider|family_name|surname,Anonymize
ABS,discharge_care_provider|family_name|own_surname_prefix,Anonymize
ABS,discharge_care_provider|family_name|own_surname,Anonymize
ABS,discharge_care_provider|family_name|surname_prefix_from_partner_spouse,Anonymize
ABS,discharge_care_provider|family_name|surname_from_partner_spouse,Anonymize
ABS,discharge_care_provider|given_name,Anonymize
ABS,discharge_care_provider|second_and_further_given_names_or_initials_thereof,Anonymize
ABS,discharge_care_provider|suffix,Anonymize
ABS,discharge_care_provider|prefix,Anonymize
ABS,discharge_care_provider|degree,Anonymize
ABS,discharge_care_provider|source_table,Anonymize
ABS,discharge_care_provider|source_table|id,Anonymize
ABS,discharge_care_provider|source_table|text,Anonymize
ABS,discharge_care_provider|source_table|name_of_coding_system,Anonymize
ABS,discharge_care_provider|source_table|alternate_id,Anonymize
ABS,discharge_care_provider|source_table|alternate_text,Anonymize
ABS,discharge_care_provider|source_table|name_of_alternate_coding_system,Anonymize
ABS,discharge_care_provider|source_table|coding_system_version_id,Anonymize
ABS,discharge_care_provider|source_table|alternate_coding_system_version_id,Anonymize
ABS,discharge_care_provider|source_table|original_text,Anonymize
ABS,discharge_care_provider|source_table|second_alternate_id,Anonymize
ABS,discharge_care_provider|source_table|second_alternate_text,Anonymize
ABS,discharge_care_provider|source_table|name_of_second_alternate_coding_system,Anonymize
ABS,discharge_care_provider|source_table|second_alternate_coding_system_version_id,Anonymize
ABS,discharge_care_provider|source_table|coding_system_oid,Anonymize
ABS,discharge_care_provider|source_table|value_set_oid,Anonymize
ABS,discharge_care_provider|source_table|value_set_version_id,Anonymize
ABS,discharge_care_provider|source_table|alternate_coding_system_oid,Anonymize
ABS,discharge_care_provider|source_table|alternate_value_set_oid,Anonymize
ABS,discharge_care_provider|source_table|alternate_value_set_version_id,Anonymize
ABS,discharge_care_provider|source_table|second_alternate_coding_system_oid,Anonymize
ABS,discharge_care_provider|source_table|second_alternate_value_set_oid,Anonymize
ABS,discharge_care_provider|source_table|second_alternate_value_set_version_id,Anonymize
ABS,discharge_care_provider|assigning_authority,Anonymize
ABS,discharge_care_provider|assigning_authority|namespace_id,Anonymize
ABS,discharge_care_provider|assigning_authority|universal_id,Anonymize
ABS,discharge_care_provider|assigning_authority|universal_id_type,Anonymize
ABS,discharge_care_provider|name_type_code,Anonymize
ABS,discharge_care_provider|id_check_digit,Anonymize
ABS,discharge_care_provider|check_digit_scheme,Anonymize
ABS,discharge_care_provider|id_type_code,Anonymize
ABS,discharge_care_provider|assigning_facility,Anonymize
ABS,discharge_care_provider|assigning_facility|namespace_id,Anonymize
ABS,discharge_care_provider|assigning_facility|universal_id,Anonymize
ABS,discharge_care_provider|assigning_facility|universal_id_type,Anonymize
ABS,discharge_care_provider|name_representation_code,Anonymize
ABS,discharge_care_provider|name_context,Anonymize
ABS,discharge_care_provider|name_context|id,Anonymize
ABS,discharge_care_provider|name_context|text,Anonymize
ABS,discharge_care_provider|name_context|name_of_coding_system,Anonymize
ABS,discharge_care_provider|name_context|alternate_id,Anonymize
ABS,discharge_care_provider|name_context|alternate_text,Anonymize
ABS,discharge_care_provider|name_context|name_of_alternate_coding_system,Anonymize
ABS,discharge_care_provider|name_context|coding_system_version_id,Anonymize
ABS,discharge_care_provider|name_context|alternate_coding_system_version_id,Anonymize
ABS,discharge_care_provider|name_context|original_text,Anonymize
ABS,discharge_care_provider|name_context|second_alternate_id,Anonymize
ABS,discharge_care_provider|name_context|second_alternate_text,Anonymize
ABS,discharge_care_provider|name_context|name_of_second_alternate_coding_system,Anonymize
ABS,discharge_care_provider|name_context|second_alternate_coding_system_version_id,Anonymize
ABS,discharge_care_provider|name_context|coding_system_oid,Anonymize
ABS,discharge_care_provider|name_context|value_set_oid,Anonymize
ABS,discharge_care_provider|name_context|value_set_version_id,Anonymize
ABS,discharge_care_provider|name_context|alternate_coding_system_oid,Anonymize
ABS,discharge_care_provider|name_context|alternate_value_set_oid,Anonymize
ABS,discharge_care_provider|name_context|alternate_value_set_version_id,Anonymize
