ABS.1,abs_discharge_care_provider,,
ABS.1.1,abs_discharge_care_provider,person_id,
ABS.1.2,abs_discharge_care_provider,family_name,
ABS.1.2.1,abs_discharge_care_provider,family_name,surname
ABS.1.2.2,abs_discharge_care_provider,family_name,own_surname_prefix
ABS.1.2.3,abs_discharge_care_provider,family_name,own_surname
ABS.1.2.4,abs_discharge_care_provider,family_name,surname_prefix_from_partner_spouse
ABS.1.2.5,abs_discharge_care_provider,family_name,surname_from_partner_spouse
ABS.1.3,abs_discharge_care_provider,given_name,
ABS.1.4,abs_discharge_care_provider,second_and_further_given_names_or_initials_thereof,
ABS.1.5,abs_discharge_care_provider,suffix,
ABS.1.6,abs_discharge_care_provider,prefix,
ABS.1.7,abs_discharge_care_provider,degree,
ABS.1.8,abs_discharge_care_provider,source_table,
ABS.1.8.1,abs_discharge_care_provider,source_table,id
ABS.1.8.2,abs_discharge_care_provider,source_table,text
ABS.1.8.3,abs_discharge_care_provider,source_table,name_of_coding_system
ABS.1.8.4,abs_discharge_care_provider,source_table,alternate_id
ABS.1.8.5,abs_discharge_care_provider,source_table,alternate_text
ABS.1.8.6,abs_discharge_care_provider,source_table,name_of_alternate_coding_system
ABS.1.8.7,abs_discharge_care_provider,source_table,coding_system_version_id
ABS.1.8.8,abs_discharge_care_provider,source_table,alternate_coding_system_version_id
ABS.1.8.9,abs_discharge_care_provider,source_table,original_text
ABS.1.8.10,abs_discharge_care_provider,source_table,second_alternate_id
ABS.1.8.11,abs_discharge_care_provider,source_table,second_alternate_text
ABS.1.8.12,abs_discharge_care_provider,source_table,name_of_second_alternate_coding_system
ABS.1.8.13,abs_discharge_care_provider,source_table,second_alternate_coding_system_version_id
ABS.1.8.14,abs_discharge_care_provider,source_table,coding_system_oid
ABS.1.8.15,abs_discharge_care_provider,source_table,value_set_oid
ABS.1.8.16,abs_discharge_care_provider,source_table,value_set_version_id
ABS.1.8.17,abs_discharge_care_provider,source_table,alternate_coding_system_oid
ABS.1.8.18,abs_discharge_care_provider,source_table,alternate_value_set_oid
ABS.1.8.19,abs_discharge_care_provider,source_table,alternate_value_set_version_id
ABS.1.8.20,abs_discharge_care_provider,source_table,second_alternate_coding_system_oid
ABS.1.8.21,abs_discharge_care_provider,source_table,second_alternate_value_set_oid
ABS.1.8.22,abs_discharge_care_provider,source_table,second_alternate_value_set_version_id
ABS.1.9,abs_discharge_care_provider,assigning_authority,
ABS.1.9.1,abs_discharge_care_provider,assigning_authority,namespace_id
ABS.1.9.2,abs_discharge_care_provider,assigning_authority,universal_id
ABS.1.9.3,abs_discharge_care_provider,assigning_authority,universal_id_type
ABS.1.10,abs_discharge_care_provider,name_type_code,
ABS.1.11,abs_discharge_care_provider,id_check_digit,
ABS.1.12,abs_discharge_care_provider,check_digit_scheme,
ABS.1.13,abs_discharge_care_provider,id_type_code,
ABS.1.14,abs_discharge_care_provider,assigning_facility,
ABS.1.14.1,abs_discharge_care_provider,assigning_facility,namespace_id
ABS.1.14.2,abs_discharge_care_provider,assigning_facility,universal_id
ABS.1.14.3,abs_discharge_care_provider,assigning_facility,universal_id_type
ABS.1.15,abs_discharge_care_provider,name_representation_code,
ABS.1.16,abs_discharge_care_provider,name_context,
ABS.1.16.1,abs_discharge_care_provider,name_context,id
ABS.1.16.2,abs_discharge_care_provider,name_context,text
ABS.1.16.3,abs_discharge_care_provider,name_context,name_of_coding_system
ABS.1.16.4,abs_discharge_care_provider,name_context,alternate_id
ABS.1.16.5,abs_discharge_care_provider,name_context,alternate_text
ABS.1.16.6,abs_discharge_care_provider,name_context,name_of_alternate_coding_system
ABS.1.16.7,abs_discharge_care_provider,name_context,coding_system_version_id
ABS.1.16.8,abs_discharge_care_provider,name_context,alternate_coding_system_version_id
ABS.1.16.9,abs_discharge_care_provider,name_context,original_text
ABS.1.16.10,abs_discharge_care_provider,name_context,second_alternate_id
ABS.1.16.11,abs_discharge_care_provider,name_context,second_alternate_text
ABS.1.16.12,abs_discharge_care_provider,name_context,name_of_second_alternate_coding_system
ABS.1.16.13,abs_discharge_care_provider,name_context,second_alternate_coding_system_version_id
ABS.1.16.14,abs_discharge_care_provider,name_context,coding_system_oid
ABS.1.16.15,abs_discharge_care_provider,name_context,value_set_oid
ABS.1.16.16,abs_discharge_care_provider,name_context,value_set_version_id
ABS.1.16.17,abs_discharge_care_provider,name_context,alternate_coding_system_oid
ABS.1.16.18,abs_discharge_care_provider,name_context,alternate_value_set_oid
ABS.1.16.19,abs_discharge_care_provider,name_context,alternate_value_set_version_id
ABS.1.16.20,abs_discharge_care_provider,name_context,second_alternate_coding_system_oid
ABS.1.16.21,abs_discharge_care_provider,name_context,second_alternate_value_set_oid
ABS.1.16.22,abs_discharge_care_provider,name_context,second_alternate_value_set_version_id
ABS.1.17,abs_discharge_care_provider,name_validity_range,
ABS.1.18,abs_discharge_care_provider,name_assembly_order,
ABS.1.19,abs_discharge_care_provider,effective_date,
ABS.1.20,abs_discharge_care_provider,expiration_date,
ABS.1.21,abs_discharge_care_provider,professional_suffix,
ABS.1.22,abs_discharge_care_provider,assigning_jurisdiction,
ABS.1.22.1,abs_discharge_care_provider,assigning_jurisdiction,id
ABS.1.22.2,abs_discharge_care_provider,assigning_jurisdiction,text
ABS.1.22.3,abs_discharge_care_provider,assigning_jurisdiction,name_of_coding_system
ABS.1.22.4,abs_discharge_care_provider,assigning_jurisdiction,alternate_id
ABS.1.22.5,abs_discharge_care_provider,assigning_jurisdiction,alternate_text
ABS.1.22.6,abs_discharge_care_provider,assigning_jurisdiction,name_of_alternate_coding_system
ABS.1.22.7,abs_discharge_care_provider,assigning_jurisdiction,coding_system_version_id
ABS.1.22.8,abs_discharge_care_provider,assigning_jurisdiction,alternate_coding_system_version_id
ABS.1.22.9,abs_discharge_care_provider,assigning_jurisdiction,original_text
ABS.1.22.10,abs_discharge_care_provider,assigning_jurisdiction,second_alternate_id
ABS.1.22.11,abs_discharge_care_provider,assigning_jurisdiction,second_alternate_text
ABS.1.22.12,abs_discharge_care_provider,assigning_jurisdiction,name_of_second_alternate_coding_system
ABS.1.22.13,abs_discharge_care_provider,assigning_jurisdiction,second_alternate_coding_system_version_id
ABS.1.22.14,abs_discharge_care_provider,assigning_jurisdiction,coding_system_oid
ABS.1.22.15,abs_discharge_care_provider,assigning_jurisdiction,value_set_oid
ABS.1.22.16,abs_discharge_care_provider,assigning_jurisdiction,value_set_version_id
ABS.1.22.17,abs_discharge_care_provider,assigning_jurisdiction,alternate_coding_system_oid
ABS.1.22.18,abs_discharge_care_provider,assigning_jurisdiction,alternate_value_set_oid
ABS.1.22.19,abs_discharge_care_provider,assigning_jurisdiction,alternate_value_set_version_id
ABS.1.22.20,abs_discharge_care_provider,assigning_jurisdiction,second_alternate_coding_system_oid
ABS.1.22.21,abs_discharge_care_provider,assigning_jurisdiction,second_alternate_value_set_oid
ABS.1.22.22,abs_discharge_care_provider,assigning_jurisdiction,second_alternate_value_set_version_id
ABS.1.23,abs_discharge_care_provider,assigning_agency_or_department,
ABS.1.23.1,abs_discharge_care_provider,assigning_agency_or_department,id
ABS.1.23.2,abs_discharge_care_provider,assigning_agency_or_department,text
ABS.1.23.3,abs_discharge_care_provider,assigning_agency_or_department,name_of_coding_system
ABS.1.23.4,abs_discharge_care_provider,assigning_agency_or_department,alternate_id
ABS.1.23.5,abs_discharge_care_provider,assigning_agency_or_department,alternate_text
ABS.1.23.6,abs_discharge_care_provider,assigning_agency_or_department,name_of_alternate_coding_system
ABS.1.23.7,abs_discharge_care_provider,assigning_agency_or_department,coding_system_version_id
ABS.1.23.8,abs_discharge_care_provider,assigning_agency_or_department,alternate_coding_system_version_id
ABS.1.23.9,abs_discharge_care_provider,assigning_agency_or_department,original_text
ABS.1.23.10,abs_discharge_care_provider,assigning_agency_or_department,second_alternate_id
ABS.1.23.11,abs_discharge_care_provider,assigning_agency_or_department,second_alternate_text
ABS.1.23.12,abs_discharge_care_provider,assigning_agency_or_department,name_of_second_alternate_coding_system
ABS.1.23.13,abs_discharge_care_provider,assigning_agency_or_department,second_alternate_coding_system_version_id
ABS.1.23.14,abs_discharge_care_provider,assigning_agency_or_department,coding_system_oid
ABS.1.23.15,abs_discharge_care_provider,assigning_agency_or_department,value_set_oid
ABS.1.23.16,abs_discharge_care_provider,assigning_agency_or_department,value_set_version_id
ABS.1.23.17,abs_discharge_care_provider,assigning_agency_or_department,alternate_coding_system_oid
ABS.1.23.18,abs_discharge_care_provider,assigning_agency_or_department,alternate_value_set_oid
ABS.1.23.19,abs_discharge_care_provider,assigning_agency_or_department,alternate_value_set_version_id
ABS.1.23.20,abs_discharge_care_provider,assigning_agency_or_department,second_alternate_coding_system_oid
ABS.1.23.21,abs_discharge_care_provider,assigning_agency_or_department,second_alternate_value_set_oid
ABS.1.23.22,abs_discharge_care_provider,assigning_agency_or_department,second_alternate_value_set_version_id
ABS.1.24,abs_discharge_care_provider,security_check,
ABS.1.25,abs_discharge_care_provider,security_check_scheme,
ABS.2,abs_transfer_medical_service_code,,
ABS.2.1,abs_transfer_medical_service_code,id,
ABS.2.2,abs_transfer_medical_service_code,text,
ABS.2.3,abs_transfer_medical_service_code,name_of_coding_system,
ABS.2.4,abs_transfer_medical_service_code,alternate_id,
ABS.2.5,abs_transfer_medical_service_code,alternate_text,
ABS.2.6,abs_transfer_medical_service_code,name_of_alternate_coding_system,
ABS.2.7,abs_transfer_medical_service_code,coding_system_version_id,
ABS.2.8,abs_transfer_medical_service_code,alternate_coding_system_version_id,
ABS.2.9,abs_transfer_medical_service_code,original_text,
ABS.2.10,abs_transfer_medical_service_code,second_alternate_id,
ABS.2.11,abs_transfer_medical_service_code,second_alternate_text,
ABS.2.12,abs_transfer_medical_service_code,name_of_second_alternate_coding_system,
ABS.2.13,abs_transfer_medical_service_code,second_alternate_coding_system_version_id,
ABS.2.14,abs_transfer_medical_service_code,coding_system_oid,
ABS.2.15,abs_transfer_medical_service_code,value_set_oid,
ABS.2.16,abs_transfer_medical_service_code,value_set_version_id,
ABS.2.17,abs_transfer_medical_service_code,alternate_coding_system_oid,
ABS.2.18,abs_transfer_medical_service_code,alternate_value_set_oid,
ABS.2.19,abs_transfer_medical_service_code,alternate_value_set_version_id,
ABS.2.20,abs_transfer_medical_service_code,second_alternate_coding_system_oid,
ABS.2.21,abs_transfer_medical_service_code,second_alternate_value_set_oid,
ABS.2.22,abs_transfer_medical_service_code,second_alternate_value_set_version_id,
ABS.3,abs_severity_of_illness_code,,
ABS.3.1,abs_severity_of_illness_code,id,
ABS.3.2,abs_severity_of_illness_code,text,
ABS.3.3,abs_severity_of_illness_code,name_of_coding_system,
ABS.3.4,abs_severity_of_illness_code,alternate_id,
ABS.3.5,abs_severity_of_illness_code,alternate_text,
ABS.3.6,abs_severity_of_illness_code,name_of_alternate_coding_system,
ABS.3.7,abs_severity_of_illness_code,coding_system_version_id,
ABS.3.8,abs_severity_of_illness_code,alternate_coding_system_version_id,
ABS.3.9,abs_severity_of_illness_code,original_text,
ABS.3.10,abs_severity_of_illness_code,second_alternate_id,
ABS.3.11,abs_severity_of_illness_code,second_alternate_text,
ABS.3.12,abs_severity_of_illness_code,name_of_second_alternate_coding_system,
ABS.3.13,abs_severity_of_illness_code,second_alternate_coding_system_version_id,
ABS.3.14,abs_severity_of_illness_code,coding_system_oid,
ABS.3.15,abs_severity_of_illness_code,value_set_oid,
ABS.3.16,abs_severity_of_illness_code,value_set_version_id,
ABS.3.17,abs_severity_of_illness_code,alternate_coding_system_oid,
ABS.3.18,abs_severity_of_illness_code,alternate_value_set_oid,
ABS.3.19,abs_severity_of_illness_code,alternate_value_set_version_id,
ABS.3.20,abs_severity_of_illness_code,second_alternate_coding_system_oid,
ABS.3.21,abs_severity_of_illness_code,second_alternate_value_set_oid,
ABS.3.22,abs_severity_of_illness_code,second_alternate_value_set_version_id,
ABS.4,abs_date_time_of_attestation,,
ABS.5,abs_attested_by,,
ABS.5.1,abs_attested_by,person_id,
ABS.5.2,abs_attested_by,family_name,
ABS.5.2.1,abs_attested_by,family_name,surname
ABS.5.2.2,abs_attested_by,family_name,own_surname_prefix
ABS.5.2.3,abs_attested_by,family_name,own_surname
ABS.5.2.4,abs_attested_by,family_name,surname_prefix_from_partner_spouse
ABS.5.2.5,abs_attested_by,family_name,surname_from_partner_spouse
ABS.5.3,abs_attested_by,given_name,
ABS.5.4,abs_attested_by,second_and_further_given_names_or_initials_thereof,
ABS.5.5,abs_attested_by,suffix,
ABS.5.6,abs_attested_by,prefix,
ABS.5.7,abs_attested_by,degree,
ABS.5.8,abs_attested_by,source_table,
ABS.5.8.1,abs_attested_by,source_table,id
ABS.5.8.2,abs_attested_by,source_table,text
ABS.5.8.3,abs_attested_by,source_table,name_of_coding_system
ABS.5.8.4,abs_attested_by,source_table,alternate_id
ABS.5.8.5,abs_attested_by,source_table,alternate_text
ABS.5.8.6,abs_attested_by,source_table,name_of_alternate_coding_system
ABS.5.8.7,abs_attested_by,source_table,coding_system_version_id
ABS.5.8.8,abs_attested_by,source_table,alternate_coding_system_version_id
ABS.5.8.9,abs_attested_by,source_table,original_text
ABS.5.8.10,abs_attested_by,source_table,second_alternate_id
ABS.5.8.11,abs_attested_by,source_table,second_alternate_text
ABS.5.8.12,abs_attested_by,source_table,name_of_second_alternate_coding_system
ABS.5.8.13,abs_attested_by,source_table,second_alternate_coding_system_version_id
ABS.5.8.14,abs_attested_by,source_table,coding_system_oid
ABS.5.8.15,abs_attested_by,source_table,value_set_oid
ABS.5.8.16,abs_attested_by,source_table,value_set_version_id
ABS.5.8.17,abs_attested_by,source_table,alternate_coding_system_oid
ABS.5.8.18,abs_attested_by,source_table,alternate_value_set_oid
ABS.5.8.19,abs_attested_by,source_table,alternate_value_set_version_id
ABS.5.8.20,abs_attested_by,source_table,second_alternate_coding_system_oid
ABS.5.8.21,abs_attested_by,source_table,second_alternate_value_set_oid
ABS.5.8.22,abs_attested_by,source_table,second_alternate_value_set_version_id
ABS.5.9,abs_attested_by,assigning_authority,
ABS.5.9.1,abs_attested_by,assigning_authority,namespace_id
ABS.5.9.2,abs_attested_by,assigning_authority,universal_id
ABS.5.9.3,abs_attested_by,assigning_authority,universal_id_type
ABS.5.10,abs_attested_by,name_type_code,
ABS.5.11,abs_attested_by,id_check_digit,
ABS.5.12,abs_attested_by,check_digit_scheme,
ABS.5.13,abs_attested_by,id_type_code,
ABS.5.14,abs_attested_by,assigning_facility,
ABS.5.14.1,abs_attested_by,assigning_facility,namespace_id
ABS.5.14.2,abs_attested_by,assigning_facility,universal_id
ABS.5.14.3,abs_attested_by,assigning_facility,universal_id_type
ABS.5.15,abs_attested_by,name_representation_code,
ABS.5.16,abs_attested_by,name_context,
ABS.5.16.1,abs_attested_by,name_context,id
ABS.5.16.2,abs_attested_by,name_context,text
ABS.5.16.3,abs_attested_by,name_context,name_of_coding_system
ABS.5.16.4,abs_attested_by,name_context,alternate_id
ABS.5.16.5,abs_attested_by,name_context,alternate_text
ABS.5.16.6,abs_attested_by,name_context,name_of_alternate_coding_system
ABS.5.16.7,abs_attested_by,name_context,coding_system_version_id
ABS.5.16.8,abs_attested_by,name_context,alternate_coding_system_version_id
ABS.5.16.9,abs_attested_by,name_context,original_text
ABS.5.16.10,abs_attested_by,name_context,second_alternate_id
ABS.5.16.11,abs_attested_by,name_context,second_alternate_text
ABS.5.16.12,abs_attested_by,name_context,name_of_second_alternate_coding_system
ABS.5.16.13,abs_attested_by,name_context,second_alternate_coding_system_version_id
ABS.5.16.14,abs_attested_by,name_context,coding_system_oid
ABS.5.16.15,abs_attested_by,name_context,value_set_oid
ABS.5.16.16,abs_attested_by,name_context,value_set_version_id
ABS.5.16.17,abs_attested_by,name_context,alternate_coding_system_oid
